Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_MA0433AA	38	SRR8533734;ILLUMINA;Paired;;SRX5336146	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875326	SRS4329423	2019-03-03	2019-02-28	ESC_MA0433AA	Assembled	73	343454	5085075	Escherichia coli / Shigella;100.0%	68	10357	4	ESC_XA1108AA_AS
ESC_MA0452AA	265	SRR8533753;ILLUMINA;Paired;;SRX5336127	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875553	SRS4329404	2019-03-03	2019-02-28	ESC_MA0452AA	Assembled	128	287019	5022630	Escherichia coli / Shigella;100.0%	89	10467	4	ESC_XA1089AA_AS
ESC_MA0462AA	188	SRR8533763;ILLUMINA;Paired;;SRX5336117	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875476	SRS4329394	2019-03-03	2019-02-28	ESC_MA0462AA	Assembled	174	281985	5123839	Escherichia coli / Shigella;93.54%	66	15284	4	ESC_XA1079AA_AS
ESC_MA0465AA	183	SRR8533766;ILLUMINA;Paired;;SRX5336114	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875471	SRS4329391	2019-03-03	2019-02-28	ESC_MA0465AA	Assembled	228	346029	5085653	Escherichia coli / Shigella;100.0%	64	22355	4	ESC_XA1076AA_AS
ESC_MA0475AA	83	SRR8533776;ILLUMINA;Paired;;SRX5336104	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875371	SRS4329381	2019-03-03	2019-02-28	ESC_MA0475AA	Assembled	135	360396	5158810	Escherichia coli / Shigella;91.89%	71	36085	4	ESC_XA1066AA_AS
ESC_MA0486AA	132	SRR8533787;ILLUMINA;Paired;;SRX5336093	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875420	SRS4329370	2019-03-03	2019-02-28	ESC_MA0486AA	Assembled	173	268660	5107169	Escherichia coli / Shigella;100.0%	80	24715	4	ESC_XA1055AA_AS
ESC_MA0491AA	73	SRR8533792;ILLUMINA;Paired;;SRX5336088	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875361	SRS4329365	2019-03-03	2019-02-28	ESC_MA0491AA	Assembled	106	206284	5061303	Escherichia coli / Shigella;98.63%	127	31756	4	ESC_XA1050AA_AS
ESC_MA0504AA	389	SRR8533805;ILLUMINA;Paired;;SRX5336075	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875676	SRS4329352	2019-03-03	2019-02-28	ESC_MA0504AA	Assembled	133	81604	5205925	Escherichia coli / Shigella;97.24%	244	94235	4	ESC_XA1037AA_AS
ESC_MA0523AA	319	SRR8533824;ILLUMINA;Paired;;SRX5336056	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875606	SRS4329333	2019-03-03	2019-02-28	ESC_MA0523AA	Assembled	82	360279	5143837	Escherichia coli / Shigella;96.97%	76	40281	4	ESC_XA1018AA_AS
ESC_MA0525AA	313	SRR8533826;ILLUMINA;Paired;;SRX5336054	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875600	SRS4329331	2019-03-03	2019-02-28	ESC_MA0525AA	Assembled	64	360334	4969541	Escherichia coli / Shigella;96.67%	61	58096	4	ESC_XA1016AA_AS
ESC_MA0537AA	414	SRR8533838;ILLUMINA;Paired;;SRX5336042	Human	Human	Homo sapiens; bloodstream isolates	2015				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875701	SRS4329319	2019-03-03	2019-02-28	ESC_MA0537AA	Assembled	220	139564	5043594	Escherichia coli / Shigella;100.0%	119	28962	4	ESC_XA1004AA_AS
ESC_MA0575AA	ATR42	traces-0UjdyxV;ILLUMINA;Paired;;NA,traces-0WPoBbE;ILLUMINA;Paired;;NA																COINTE														2019-03-04	2019-03-04	ESC_MA0575AA	Assembled	97	172883	5208402	Escherichia coli / Shigella;99.05%	195	29975	4	ESC_XA1543AA_AS
ESC_MA0629AA	CHI15	traces-0MZOngq;ILLUMINA;Paired;;NA																COINTE														2019-03-04	2019-03-04	ESC_MA0629AA	Assembled	88	252890	5190054	Escherichia coli / Shigella;100.0%	100	13079	4	ESC_XA1572AA_AS
ESC_MA0653AA	JVE3	traces-0KHIxzS;ILLUMINA;Paired;;NA																COINTE														2019-03-04	2019-03-04	ESC_MA0653AA	Assembled	119	239940	4989724	Escherichia coli / Shigella;100.0%	141	40866	4	ESC_XA1617AA_AS
ESC_MA0656AA	JVE24	traces-0zhSBqj;ILLUMINA;Paired;;NA																COINTE														2019-03-04	2019-03-04	ESC_MA0656AA	Assembled	116	175981	5205196	Escherichia coli / Shigella;98.6%	131	27122	4	ESC_XA1620AA_AS
ESC_MA0712AA	NCK42	traces-0kCbCIk;ILLUMINA;Paired;;NA																COINTE														2019-03-05	2019-03-05	ESC_MA0712AA	Assembled	93	188570	5215994	Escherichia coli / Shigella;96.74%	200	87691	4	ESC_XA1720AA_AS
ESC_MA0728AA	RDP15	traces-0BsmQRl;ILLUMINA;Paired;;NA																COINTE														2019-03-05	2019-03-05	ESC_MA0728AA	Assembled	112	359915	5109743	Escherichia coli / Shigella;98.9%	151	24802	4	ESC_XA1736AA_AS
ESC_MA0743AA	SCA9	traces-0EZzhdW;ILLUMINA;Paired;;NA																COINTE														2019-03-05	2019-03-05	ESC_MA0743AA	Assembled	81	212871	5204194	Escherichia coli / Shigella;99.06%	200	48178	4	ESC_XA1754AA_AS
ESC_MA0750AA	SCA8	traces-0cYqyuE;ILLUMINA;Paired;;NA																COINTE														2019-03-05	2019-03-05	ESC_MA0750AA	Assembled	103	256449	5115030	Escherichia coli / Shigella;100.0%	161	31378	4	ESC_XA1761AA_AS
ESC_MA1386AA	19-0562-023-0025	traces-0ikXpaV;ILLUMINA;Paired;;NA				2019												CIDM, Westmead Hospital														2019-03-21	2020-03-27	ESC_MA1386AA	Assembled	96	267168	5202079	Escherichia coli / Shigella;100.0%	155	20863	4	ESC_XA5455AA_AS
ESC_MA1387AA	19-0562-023-0026	traces-0zcPvUS;ILLUMINA;Paired;;NA				2019												CIDM, Westmead Hospital														2019-03-21	2020-03-27	ESC_MA1387AA	Assembled	134	269038	5200563	Escherichia coli / Shigella;100.0%	160	20684	4	ESC_XA5456AA_AS
ESC_MA1609AA	ECOLI_MEC_047	ERR3140392;ILLUMINA;Paired;250;ERX3169365	Human	Human	Homo sapiens; Urine	2015				Europe	Norway							Department of Medical Microbiology, Stavanger University Hospital	Escherichia coli								PRJEB31090	ERP113604		SAMEA5317440	ERS3124678	2019-03-25	2019-03-25	ESC_MA1609AA	Assembled	61	174845	5109204	Escherichia coli / Shigella;98.49%	115	27958	4	ESC_XA7358AA_AS
ESC_MA1953AA	ECOL-18-VL-LA-ND-0035	SRR8815902;ILLUMINA;Paired;500;SRX5604472	Companion Animal		Urine (Canis lupus familiaris)	2018	9			North America	United States	Minnesota						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA324573	SRP121361		SAMN11288807	SRS4556371	2019-03-30	2019-03-29	ESC_MA1953AA	Assembled	129	360284	5084512	Escherichia coli / Shigella;100.0%	60	14696	4	ESC_XA8795AA_AS
ESC_MA1997AA		ERR3256456;ILLUMINA;Paired;;ERX3283225																UNIVERSITY OF BIRMINGHAM	Escherichia coli								PRJEB31942	ERP114558		SAMEA5542299	ERS3344357	2019-04-01	2019-03-30	ESC_MA1997AA	Assembled	73	578462	5166751	Escherichia coli / Shigella;100.0%	55	8691	4	ESC_YA2592AA_AS
ESC_MA2025AA		ERR3256407;ILLUMINA;Paired;;ERX3283176																UNIVERSITY OF BIRMINGHAM	Escherichia coli								PRJEB31941	ERP114557		SAMEA5542262	ERS3344320	2019-04-01	2019-03-30	ESC_MA2025AA	Assembled	40	268908	5162238	Escherichia coli / Shigella;98.73%	113	27759	4	ESC_YA2564AA_AS
ESC_MA2106AA		ERR2935735;ILLUMINA;Paired;400;ERX2938529	Human	Human	Homo sapiens; Urine(second portion)	2014				Europe	Switzerland							UNIVERSITY OF ZURICH, Institute of Medical Microbiology	Escherichia coli								PRJEB29576	ERP111889		SAMEA5076008	ERS2887372	2019-04-01	2019-04-01	ESC_MA2106AA	Assembled	43	167201	5146816	Escherichia coli / Shigella;93.26%	118	73653	4	ESC_YA1651AA_AS
ESC_MA2203AA		ERR2935638;ILLUMINA;Paired;400;ERX2938432	Human		Homo sapiens; Wound swab(superficial extraction)	2014				Europe	Switzerland							UNIVERSITY OF ZURICH, Institute of Medical Microbiology	Escherichia coli								PRJEB29576	ERP111889		SAMEA5075911	ERS2887275	2019-04-01	2019-04-01	ESC_MA2203AA	Assembled	55	12089	5154407	Escherichia coli / Shigella;94.96%	950	111573	4	ESC_YA1562AA_AS
ESC_MA2313AA		ERR2935528;ILLUMINA;Paired;400;ERX2938322	Human	Human	Homo sapiens; Urine(second portion)	2014				Europe	Switzerland							UNIVERSITY OF ZURICH, Institute of Medical Microbiology	Escherichia coli								PRJEB29576	ERP111889		SAMEA5075801	ERS2887165	2019-04-01	2019-04-01	ESC_MA2313AA	Assembled	28	139715	5364132	Escherichia coli / Shigella;95.65%	123	86918	4	ESC_YA1452AA_AS
ESC_MA2594AA	E765	SRR8835793;ILLUMINA;Paired;;SRX5624026	Human	Human	Homo sapiens; sewage	2010	9			Asia	Hong Kong	New Territories	Sai Kung District					Hong Kong University of Science and Technology	Escherichia coli								PRJNA530382	SRP190127		SAMN11313036	SRS4569196	2019-04-02	2019-04-02	ESC_MA2594AA	Assembled	16	21621	5233676	Escherichia coli / Shigella;97.24%	489	195201	4	ESC_YA0624AA_AS
ESC_MA2595AA	E692	SRR8835794;ILLUMINA;Paired;;SRX5624025	Human	Human	Homo sapiens; sewage	2010	9			Asia	Hong Kong	New Territories	Sai Kung District					Hong Kong University of Science and Technology	Escherichia coli								PRJNA530382	SRP190127		SAMN11313035	SRS4569195	2019-04-02	2019-04-02	ESC_MA2595AA	Assembled	17	26425	5308454	Escherichia coli / Shigella;97.02%	411	148000	4	ESC_YA0623AA_AS
ESC_MA2596AA	E767	SRR8835795;ILLUMINA;Paired;;SRX5624024	Human	Human	Homo sapiens; sewage	2010	9			Asia	Hong Kong	New Territories	Sai Kung District					Hong Kong University of Science and Technology	Escherichia coli								PRJNA530382	SRP190127		SAMN11313037	SRS4569194	2019-04-02	2019-04-02	ESC_MA2596AA	Assembled	21	35290	5316570	Escherichia coli / Shigella;97.45%	346	68712	4	ESC_YA0622AA_AS
ESC_MA2603AA		ERR1877982;ILLUMINA;Paired;510;ERX1938507								Europe	United Kingdom							PUBLIC HEALTH ENGLAND	Escherichia coli								PRJEB19677	ERP021734		SAMEA103900112	ERS1589280	2019-04-02	2019-04-02	ESC_MA2603AA	Assembled	34	267508	4989953	Escherichia coli / Shigella;100.0%	75	20150	4	ESC_YA2010AA_AS
ESC_MA3050AA	A100	SRR8871621;ILLUMINA;Paired;;SRX5658916	Human	Human	Homo sapiens; blood	2012				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319213	SRS4603454	2019-04-10	2019-04-09	ESC_MA3050AA	Assembled	44	88490	5122989	Escherichia coli / Shigella;97.12%	306	59241	4	ESC_YA3739AA_AS
ESC_MA3054AA	d074-119.1	SRR8871625;ILLUMINA;Paired;;SRX5658912	Human	Human	Homo sapiens; urine	2013				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319339	SRS4603450	2019-04-10	2019-04-09	ESC_MA3054AA	Assembled	81	360233	5096126	Escherichia coli / Shigella;100.0%	61	17376	4	ESC_YA3735AA_AS
ESC_MA3061AA	d063-16	SRR8871632;ILLUMINA;Paired;;SRX5658905	Human	Human	Homo sapiens; urine	2013				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319336	SRS4603443	2019-04-10	2019-04-09	ESC_MA3061AA	Assembled	62	282515	5263414	Escherichia coli / Shigella;97.62%	85	16968	4	ESC_YA3728AA_AS
ESC_MA3076AA	G317	SRR8871647;ILLUMINA;Paired;;SRX5658890	Human	Human	Homo sapiens; urine; Age: 19	2011				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319378	SRS4603428	2019-04-10	2019-04-09	ESC_MA3076AA	Assembled	69	580676	5089295	Escherichia coli / Shigella;100.0%	44	8521	4	ESC_YA3713AA_AS
ESC_MA3092AA	C394	SRR8871664;ILLUMINA;Paired;;SRX5658873	Human	Human	Homo sapiens; urine; Age: 9	2011				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319297	SRS4603411	2019-04-10	2019-04-09	ESC_MA3092AA	Assembled	71	229173	4983133	Escherichia coli / Shigella;98.14%	87	17866	4	ESC_YA3697AA_AS
ESC_MA3097AA	d008-20MC	SRR8871669;ILLUMINA;Paired;;SRX5658868	Human	Human	Homo sapiens; urine	2012				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319304	SRS4603406	2019-04-10	2019-04-09	ESC_MA3097AA	Assembled	93	268470	5188829	Escherichia coli / Shigella;98.8%	111	18880	4	ESC_YA3692AA_AS
ESC_MA3098AA	d008-20BL	SRR8871670;ILLUMINA;Paired;;SRX5658867	Human	Human	Homo sapiens; urine	2012				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319303	SRS4603405	2019-04-10	2019-04-09	ESC_MA3098AA	Assembled	78	268470	5189157	Escherichia coli / Shigella;98.9%	118	15028	4	ESC_YA3687AA_AS
ESC_MA3139AA	G759	SRR8871718;ILLUMINA;Paired;;SRX5658819	Human	Human	Homo sapiens; urine; Age: 86	2011				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319409	SRS4603357	2019-04-10	2019-04-09	ESC_MA3139AA	Assembled	114	268770	5141355	Escherichia coli / Shigella;100.0%	131	34824	4	ESC_YA3646AA_AS
ESC_MA3159AA	C154	SRR8871746;ILLUMINA;Paired;;SRX5658791	Human	Human	Homo sapiens; urine; Age: 18	2011				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319283	SRS4603329	2019-04-10	2019-04-09	ESC_MA3159AA	Assembled	37	141939	5074429	Escherichia coli / Shigella;100.0%	125	45602	4	ESC_YA3626AA_AS
ESC_MA3177AA	H117	SRR8871767;ILLUMINA;Paired;;SRX5658770	Human	Human	Homo sapiens; urine; Age: 44	2010				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319432	SRS4603308	2019-04-10	2019-04-09	ESC_MA3177AA	Assembled	109	281858	5267255	Escherichia coli / Shigella;98.48%	130	71797	4	ESC_YA3608AA_AS
ESC_MA3179AA	H139	SRR8871769;ILLUMINA;Paired;;SRX5658768	Human	Human	Homo sapiens; urine; Age: 22	2010				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319437	SRS4603306	2019-04-10	2019-04-09	ESC_MA3179AA	Assembled	53	194251	5179525	Escherichia coli / Shigella;98.64%	126	31138	4	ESC_YA3606AA_AS
ESC_MA3181AA	H128	SRR8871771;ILLUMINA;Paired;;SRX5658766	Human	Human	Homo sapiens; urine; Age: 57	2010				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319435	SRS4603304	2019-04-10	2019-04-09	ESC_MA3181AA	Assembled	93	204295	5235166	Escherichia coli / Shigella;97.35%	122	11277	4	ESC_YA3604AA_AS
ESC_MA3194AA	C023	SRR8871784;ILLUMINA;Paired;;SRX5658753	Human	Human	Homo sapiens; blood; Age: 17	2010				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319264	SRS4603291	2019-04-10	2019-04-09	ESC_MA3194AA	Assembled	33	131402	5183351	Escherichia coli / Shigella;98.0%	148	53683	4	ESC_YA3591AA_AS
ESC_MA3217AA	d028-33	SRR8871807;ILLUMINA;Paired;;SRX5658730	Human	Human	Homo sapiens; urine	2013				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319323	SRS4603268	2019-04-10	2019-04-09	ESC_MA3217AA	Assembled	69	282688	5107781	Escherichia coli / Shigella;100.0%	80	7633	4	ESC_YA3568AA_AS
ESC_MA3230AA	C098	SRR8871820;ILLUMINA;Paired;;SRX5658717	Human	Human	Homo sapiens; urine; Age: less than 1	2010				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319277	SRS4603255	2019-04-10	2019-04-09	ESC_MA3230AA	Assembled	122	390528	5257849	Escherichia coli / Shigella;97.83%	74	15383	4	ESC_YA3555AA_AS
ESC_MA3232AA	C047	SRR8871822;ILLUMINA;Paired;;SRX5658715	Human	Human	Homo sapiens; urine; Age: 8	2010				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319271	SRS4603253	2019-04-10	2019-04-09	ESC_MA3232AA	Assembled	116	261917	5133397	Escherichia coli / Shigella;100.0%	117	39971	4	ESC_YA3553AA_AS
ESC_MA3237AA	G194	SRR8871827;ILLUMINA;Paired;;SRX5658710	Human	Human	Homo sapiens	2010				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319368	SRS4603248	2019-04-10	2019-04-09	ESC_MA3237AA	Assembled	74	204007	5240267	Escherichia coli / Shigella;100.0%	97	9515	4	ESC_YA3548AA_AS
ESC_MA3277AA	C008	SRR8871867;ILLUMINA;Paired;;SRX5658670	Human	Human	Homo sapiens; urine; Age: 20	2010				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319258	SRS4603208	2019-04-10	2019-04-09	ESC_MA3277AA	Assembled	120	360482	5080562	Escherichia coli / Shigella;100.0%	63	12787	4	ESC_YA3508AA_AS
ESC_MA3340AA	A140	SRR8871586;ILLUMINA;Paired;;SRX5658607	Human	Human	Homo sapiens; blood	2012				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319217	SRS4603145	2019-04-10	2019-04-09	ESC_MA3340AA	Assembled	35	204006	5343908	Escherichia coli / Shigella;99.13%	167	29577	4	ESC_YA3445AA_AS
ESC_MA3361AA	G794	SRR8871607;ILLUMINA;Paired;;SRX5658586	Human	Human	Homo sapiens; urine; Age: 98	2011				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319414	SRS4603124	2019-04-10	2019-04-09	ESC_MA3361AA	Assembled	49	269042	5184046	Escherichia coli / Shigella;100.0%	141	26482	4	ESC_YA3424AA_AS
ESC_MA3417AA	G039	SRR8871712;ILLUMINA;Paired;;SRX5658825	Human	Human	Homo sapiens	2010				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319347	SRS4603362	2019-04-10	2019-04-10	ESC_MA3417AA	Assembled	81	230256	4972114	Escherichia coli / Shigella;100.0%	65	10646	4	ESC_YA4612AA_AS
ESC_MA3427AA	C159	SRR8871744;ILLUMINA;Paired;;SRX5658793	Human	Human	Homo sapiens; urine; Age: 18	2011				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319284	SRS4603332	2019-04-10	2019-04-10	ESC_MA3427AA	Assembled	35	230297	5222513	Escherichia coli / Shigella;96.78%	103	28021	4	ESC_YA4606AA_AS
ESC_MA3523AA	RDP33	traces-0LcMtAb;ILLUMINA;Paired;;NA,traces-0JkBISW;ILLUMINA;Paired;;NA																BIRGY														2019-04-16	2019-04-16	ESC_MA3523AA	Assembled	86	225009	5138824	Escherichia coli / Shigella;100.0%	96	14360	4	ESC_YA5944AA_AS
ESC_MA3612AA	C0634	SRR8902688;ILLUMINA;Paired;;SRX5688670	Human	Human	Homo sapiens	2016				Unresolved								McMaster University	Escherichia coli								PRJNA532924	SRP192632		SAMN11420227	SRS4628566	2019-04-16	2019-04-15	ESC_MA3612AA	Assembled	128	360221	5389461	Escherichia coli / Shigella;100.0%	108	21964	4	ESC_YA6332AA_AS
ESC_MA3631AA	C0405	SRR8902730;ILLUMINA;Paired;;SRX5688628	Human	Human	Homo sapiens	2016				Unresolved								McMaster University	Escherichia coli								PRJNA532924	SRP192632		SAMN11420187	SRS4628524	2019-04-16	2019-04-15	ESC_MA3631AA	Assembled	149	343060	5060697	Escherichia coli / Shigella;100.0%	59	14217	4	ESC_YA6313AA_AS
ESC_MA3663AA	C0351	SRR8902804;ILLUMINA;Paired;;SRX5688554	Human	Human	Homo sapiens	2016				Unresolved								McMaster University	Escherichia coli								PRJNA532924	SRP192632		SAMN11420158	SRS4628450	2019-04-16	2019-04-15	ESC_MA3663AA	Assembled	173	261732	5157422	Escherichia coli / Shigella;95.93%	120	23307	4	ESC_YA6281AA_AS
ESC_MA3668AA	C0341	SRR8902816;ILLUMINA;Paired;;SRX5688542	Human	Human	Homo sapiens	2016				Unresolved								McMaster University	Escherichia coli								PRJNA532924	SRP192632		SAMN11420153	SRS4628439	2019-04-16	2019-04-15	ESC_MA3668AA	Assembled	164	267172	5027962	Escherichia coli / Shigella;97.91%	79	27062	4	ESC_YA6276AA_AS
ESC_MA3957AA	DH7	traces-0pQQzYn;ILLUMINA;Paired;;NA				2016												Me														2019-04-17	2019-04-17	ESC_MA3957AA	Assembled	35	143398	5072958	Escherichia coli / Shigella;100.0%	153	88000	4	ESC_YA6860AA_AS
ESC_MA3970AA	DH7	traces-0RtIhtD;ILLUMINA;Paired;;NA	Environment	ND/Others	MW	2016	11	9										SK								Breeder hen						2019-04-18	2019-04-18	ESC_MA3970AA	Assembled	35	143398	5072958	Escherichia coli / Shigella;100.0%	153	88018	4	ESC_YA6899AA_AS
ESC_MA3972AA	DH8	traces-0RUumPp;ILLUMINA;Paired;;NA	Environment	ND/Others	MW	2016	11	9										SK								Breeder hen						2019-04-18	2019-04-18	ESC_MA3972AA	Assembled	53	121322	5049471	Escherichia coli / Shigella;100.0%	154	59902	4	ESC_YA6901AA_AS
ESC_MA3973AA	DH10	traces-0wxuXdc;ILLUMINA;Paired;;NA	Environment	ND/Others	MW	2016	11	9										SK								Breeder hen						2019-04-18	2019-04-18	ESC_MA3973AA	Assembled	50	204005	5090166	Escherichia coli / Shigella;100.0%	127	46038	4	ESC_YA6902AA_AS
ESC_MA3974AA	DH9	traces-0xNFEKs;ILLUMINA;Paired;;NA	Environment	ND/Others	MW	2016	11	9										SK								Breeder hen						2019-04-18	2019-04-18	ESC_MA3974AA	Assembled	37	141172	5067700	Escherichia coli / Shigella;100.0%	154	79735	4	ESC_YA6903AA_AS
ESC_MA3975AA	DH11	traces-0yphcYR;ILLUMINA;Paired;;NA	ND	ND/Others	Lyngh.	2016	11	3										SK								Breeder hen						2019-04-18	2019-04-18	ESC_MA3975AA	Assembled	39	171465	5165184	Escherichia coli / Shigella;100.0%	137	78131	4	ESC_YA6904AA_AS
ESC_MA3976AA	DH13	traces-0cMLLWG;ILLUMINA;Paired;;NA	ND	ND/Others	Lyngh.	2016	11	3										SK								Breeder hen						2019-04-18	2019-04-18	ESC_MA3976AA	Assembled	29	89342	5055472	Escherichia coli / Shigella;100.0%	197	121813	4	ESC_YA6905AA_AS
ESC_MA3978AA	DH12	traces-0WhNrNa;ILLUMINA;Paired;;NA	ND	ND/Others	Lyngh.	2016	11	3										SK								Breeder hen						2019-04-18	2019-04-18	ESC_MA3978AA	Assembled	46	159955	5176320	Escherichia coli / Shigella;100.0%	148	67680	4	ESC_YA6907AA_AS
ESC_MA3979AA	DH17	traces-0flLMiF;ILLUMINA;Paired;;NA	ND	ND/Others	Tirsl.	2016	11	4										SK								Grower						2019-04-18	2019-04-18	ESC_MA3979AA	Assembled	45	146136	4962784	Escherichia coli / Shigella;100.0%	126	60184	4	ESC_YA6908AA_AS
ESC_MA4017AA	DH19	traces-0agvWax;ILLUMINA;Paired;;NA	Laboratory	Laboratory	JM	2016	12	12										SK								Breeder hen						2019-04-18	2019-04-18	ESC_MA4017AA	Assembled	51	104397	5095148	Escherichia coli / Shigella;100.0%	183	57598	4	ESC_YA6915AA_AS
ESC_MA4018AA	DH20	traces-0ZoeiwK;ILLUMINA;Paired;;NA	Laboratory	Laboratory	JM	2016	12	12										SK								Breeder hen						2019-04-18	2019-04-18	ESC_MA4018AA	Assembled	51	114313	5094225	Escherichia coli / Shigella;99.26%	185	63174	4	ESC_YA6916AA_AS
ESC_MA4019AA	DH23	traces-0kBzCWS;ILLUMINA;Paired;;NA	ND	ND/Others	HG	2017	1	4										SK								Grower						2019-04-18	2019-04-18	ESC_MA4019AA	Assembled	45	88792	5044971	Escherichia coli / Shigella;98.66%	211	80593	4	ESC_YA6917AA_AS
ESC_MA4020AA	DH24	traces-0JLUxtB;ILLUMINA;Paired;;NA	ND	ND/Others	HG	2017	1	4										SK								Grower						2019-04-18	2019-04-18	ESC_MA4020AA	Assembled	37	66947	5025389	Escherichia coli / Shigella;100.0%	238	95049	4	ESC_YA6918AA_AS
ESC_MA4095AA	DH53	traces-0OTnhoB;ILLUMINA;Paired;;NA	ND	Laboratory	AP	2017	1	19										SK								Broiler						2019-04-18	2019-04-18	ESC_MA4095AA	Assembled	31	119916	5101721	Escherichia coli / Shigella;98.07%	144	69444	4	ESC_YA7121AA_AS
ESC_MA4096AA	DH54	traces-0nNfNlh;ILLUMINA;Paired;;NA	ND	Laboratory	AP	2017	1	19										SK								Broiler						2019-04-18	2019-04-18	ESC_MA4096AA	Assembled	51	176047	5108464	Escherichia coli / Shigella;97.57%	105	36672	4	ESC_YA7122AA_AS
ESC_MA4097AA	DH55	traces-0pQRbWw;ILLUMINA;Paired;;NA				2017	1	19										SK								Broiler						2019-04-18	2019-04-18	ESC_MA4097AA	Assembled	27	121304	5104519	Escherichia coli / Shigella;97.99%	132	72690	4	ESC_YA7123AA_AS
ESC_MA4114AA	DH73	traces-0EetWRj;ILLUMINA;Paired;;NA	ND	ND/Others	Vrigst.	2017	7	21										SK								Breeder hen						2019-04-18	2019-04-18	ESC_MA4114AA	Assembled	52	237130	5070252	Escherichia coli / Shigella;100.0%	127	17133	4	ESC_YA7194AA_AS
ESC_MA4120AA	DH80	traces-0SbMYlm;ILLUMINA;Paired;;NA	ND	ND/Others	Jers.	2017	8	3										SK								Grower						2019-04-18	2019-04-18	ESC_MA4120AA	Assembled	36	173451	5394362	Escherichia coli / Shigella;96.34%	161	46754	4	ESC_YA7200AA_AS
ESC_MA4128AA	DH88	traces-0HCBTnz;ILLUMINA;Paired;;NA	ND	ND/Others	Lyngh.	2017	10	4										SK								Breeder hen						2019-04-18	2019-04-18	ESC_MA4128AA	Assembled	41	204005	5099490	Escherichia coli / Shigella;100.0%	120	23944	4	ESC_YA7208AA_AS
