Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC1100 (cgST Cplx)	HC1500	HC2000	HC2350 (subsp.)
ESC_LA9316AA	S472-d	traces-0PZfCbh;ILLUMINA;Paired;;NA																birgy														2019-02-15	2019-02-15	ESC_LA9316AA	NaN	84415	84415	84415	84415	84415	84415	1592	1592	1592	44	44	44	1	1
ESC_LA9327AA	PSU-1731	SRR8582161;ILLUMINA;Paired;500;SRX5382861	Poultry	Avian	Poultry	2018	4			North America	United States	Georgia						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN10485862	SRS4371898	2019-02-15	2019-02-15	ESC_LA9327AA	NaN	89391	89391	89391	89391	80967	80967	80967	80967	80967	44	44	44	1	1
ESC_LA9457AA	PSU-1025	SRR8590839;ILLUMINA;Paired;500;SRX5391092	Poultry	Avian	Chicken, (Avian)	1982				North America	United States	Delaware						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN09060714	SRS4379031	2019-02-19	2019-02-19	ESC_LA9457AA	NaN	89447	89447	89447	89447	89447	89447	89447	4252	4252	44	44	44	1	1
ESC_LA9608AA	IHE3034F	SRR8476845;ILLUMINA;Paired;;SRX5282364	Human	Human	Homo sapiens; meningitis	1976				Europe	Finland							MIMS	Escherichia coli								PRJNA516626	SRP181575		SAMN10792171	SRS4282109	2019-02-24	2019-02-20	ESC_LA9608AA	NaN	89611	89611	89611	89611	89611	1661	1661	44	44	44	44	44	1	1
ESC_LA9784AA	PSU-0419	SRR8643897;ILLUMINA;Paired;500;SRX5442141	Environment		Food, Lettuce - Romaine	2002				North America	United States	California						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN08367987	SRS4419307	2019-02-27	2019-02-27	ESC_LA9784AA	NaN	89917	89917	89917	89917	89917	89917	3702	55	55	44	44	44	1	1
ESC_MA0133AA	171	SRR8533847;ILLUMINA;Paired;;SRX5336446	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875459	SRS4329722	2019-03-03	2019-02-28	ESC_MA0133AA	NaN	90533	90533	90533	90533	90533	90533	8533	1677	1592	44	44	44	1	1
ESC_MA0138AA	178	SRR8533852;ILLUMINA;Paired;;SRX5336441	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875466	SRS4329717	2019-03-03	2019-02-28	ESC_MA0138AA	NaN	90540	90540	90540	90540	90540	90540	8435	8435	6624	44	44	44	1	1
ESC_MA0144AA	107	SRR8533858;ILLUMINA;Paired;;SRX5336435	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875395	SRS4329711	2019-03-03	2019-02-28	ESC_MA0144AA	NaN	90513	90513	90513	90513	90513	90513	9859	9859	6624	44	44	44	1	1
ESC_MA0148AA	103	SRR8533862;ILLUMINA;Paired;;SRX5336431	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875391	SRS4329708	2019-03-03	2019-02-28	ESC_MA0148AA	NaN	90532	90532	90532	90532	1679	1679	1104	1104	1104	44	44	44	1	1
ESC_MA0157AA	24	SRR8533871;ILLUMINA;Paired;;SRX5336422	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875312	SRS4329698	2019-03-03	2019-02-28	ESC_MA0157AA	NaN	90531	90531	90531	90531	90531	90531	1680	1107	44	44	44	44	1	1
ESC_MA0160AA	27	SRR8533874;ILLUMINA;Paired;;SRX5336419	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875315	SRS4329694	2019-03-03	2019-02-28	ESC_MA0160AA	NaN	90527	90527	90527	90527	90527	90527	1104	1104	1104	44	44	44	1	1
ESC_MA0166AA	352	SRR8533880;ILLUMINA;Paired;;SRX5336413	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875639	SRS4329689	2019-03-03	2019-02-28	ESC_MA0166AA	NaN	90496	90496	90496	90496	90496	90496	55	55	55	44	44	44	1	1
ESC_MA0168AA	354	SRR8533882;ILLUMINA;Paired;;SRX5336411	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875641	SRS4329687	2019-03-03	2019-02-28	ESC_MA0168AA	NaN	90494	90494	90494	90494	90494	90494	6748	6748	6624	44	44	44	1	1
ESC_MA0177AA	215	SRR8533891;ILLUMINA;Paired;;SRX5336402	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875503	SRS4329678	2019-03-03	2019-02-28	ESC_MA0177AA	NaN	90500	90500	90500	90249	90249	90249	3702	55	55	44	44	44	1	1
ESC_MA0181AA	219	SRR8533895;ILLUMINA;Paired;;SRX5336398	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875507	SRS4329674	2019-03-03	2019-02-28	ESC_MA0181AA	NaN	90476	90476	90476	90476	90476	90476	55	55	55	44	44	44	1	1
ESC_MA0182AA	220	SRR8533896;ILLUMINA;Paired;;SRX5336397	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875508	SRS4329673	2019-03-03	2019-02-28	ESC_MA0182AA	NaN	90471	90471	90471	90257	90257	90257	45091	9859	6624	44	44	44	1	1
ESC_MA0189AA	330	SRR8533903;ILLUMINA;Paired;;SRX5336390	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875617	SRS4329666	2019-03-03	2019-02-28	ESC_MA0189AA	NaN	90507	90507	90507	90507	90507	90507	8435	8435	6624	44	44	44	1	1
ESC_MA0191AA	326	SRR8533905;ILLUMINA;Paired;;SRX5336388	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875613	SRS4329664	2019-03-03	2019-02-28	ESC_MA0191AA	NaN	90475	90475	90475	90475	90475	11922	11922	11922	1104	44	44	44	1	1
ESC_MA0193AA	328	SRR8533907;ILLUMINA;Paired;;SRX5336386	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875615	SRS4329662	2019-03-03	2019-02-28	ESC_MA0193AA	NaN	90478	90478	90478	90478	90478	1104	1104	1104	1104	44	44	44	1	1
ESC_MA0211AA	148	SRR8533512;ILLUMINA;Paired;;SRX5336368	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875436	SRS4329645	2019-03-03	2019-02-28	ESC_MA0211AA	NaN	90804	90804	90804	90804	90804	90804	1107	1107	44	44	44	44	1	1
ESC_MA0220AA	63	SRR8533521;ILLUMINA;Paired;;SRX5336359	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875351	SRS4329635	2019-03-03	2019-02-28	ESC_MA0220AA	NaN	90448	90448	90448	90448	90448	90448	4847	55	55	44	44	44	1	1
ESC_MA0228AA	393	SRR8533529;ILLUMINA;Paired;;SRX5336351	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875680	SRS4329627	2019-03-03	2019-02-28	ESC_MA0228AA	NaN	90420	90420	90420	90420	90420	90420	55	55	55	44	44	44	1	1
ESC_MA0230AA	395	SRR8533531;ILLUMINA;Paired;;SRX5336349	Human	Human	Homo sapiens; bloodstream isolates	2015				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875682	SRS4329625	2019-03-03	2019-02-28	ESC_MA0230AA	NaN	90421	90421	90421	90421	90421	90421	8435	8435	6624	44	44	44	1	1
ESC_MA0247AA	245	SRR8533548;ILLUMINA;Paired;;SRX5336332	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875533	SRS4329608	2019-03-03	2019-02-28	ESC_MA0247AA	NaN	90434	90434	90434	90434	90434	90434	55	55	55	44	44	44	1	1
ESC_MA0248AA	300	SRR8533549;ILLUMINA;Paired;;SRX5336331	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875587	SRS4329607	2019-03-03	2019-02-28	ESC_MA0248AA	NaN	90405	90405	90405	90405	90405	90139	4847	55	55	44	44	44	1	1
ESC_MA0267AA	119	SRR8533568;ILLUMINA;Paired;;SRX5336312	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875407	SRS4329588	2019-03-03	2019-02-28	ESC_MA0267AA	NaN	90411	90411	90411	90411	90411	90411	55	55	55	44	44	44	1	1
ESC_MA0268AA	16	SRR8533569;ILLUMINA;Paired;;SRX5336311	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875304	SRS4329587	2019-03-03	2019-02-28	ESC_MA0268AA	NaN	90445	90445	90445	11950	11950	10470	8435	8435	6624	44	44	44	1	1
ESC_MA0278AA	210	SRR8533579;ILLUMINA;Paired;;SRX5336301	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875498	SRS4329577	2019-03-03	2019-02-28	ESC_MA0278AA	NaN	90410	90410	90410	90410	90257	90257	45091	9859	6624	44	44	44	1	1
ESC_MA0288AA	341	SRR8533589;ILLUMINA;Paired;;SRX5336291	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875628	SRS4329567	2019-03-03	2019-02-28	ESC_MA0288AA	NaN	90428	90428	90428	90428	90428	90428	55	55	55	44	44	44	1	1
ESC_MA0289AA	340	SRR8533590;ILLUMINA;Paired;;SRX5336290	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875627	SRS4329566	2019-03-03	2019-02-28	ESC_MA0289AA	NaN	90429	90429	90429	90429	90429	90429	8533	1677	1592	44	44	44	1	1
ESC_MA0295AA	338	SRR8533596;ILLUMINA;Paired;;SRX5336284	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875625	SRS4329560	2019-03-03	2019-02-28	ESC_MA0295AA	NaN	90417	90417	90417	90417	90417	90417	4847	55	55	44	44	44	1	1
ESC_MA0298AA	364	SRR8533599;ILLUMINA;Paired;;SRX5336281	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875651	SRS4329558	2019-03-03	2019-02-28	ESC_MA0298AA	NaN	90391	90391	90391	90391	90391	90391	55	55	55	44	44	44	1	1
ESC_MA0302AA	158	SRR8533603;ILLUMINA;Paired;;SRX5336277	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875446	SRS4329554	2019-03-03	2019-02-28	ESC_MA0302AA	NaN	90465	90465	90373	90373	90373	90373	4847	55	55	44	44	44	1	1
ESC_MA0317AA	159	SRR8533618;ILLUMINA;Paired;;SRX5336262	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875447	SRS4329538	2019-03-03	2019-02-28	ESC_MA0317AA	NaN	90373	90373	90373	90373	90373	90373	4847	55	55	44	44	44	1	1
ESC_MA0318AA	60	SRR8533619;ILLUMINA;Paired;;SRX5336261	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875348	SRS4329537	2019-03-03	2019-02-28	ESC_MA0318AA	NaN	90363	90363	90363	90363	90363	90363	55	55	55	44	44	44	1	1
ESC_MA0319AA	59	SRR8533620;ILLUMINA;Paired;;SRX5336260	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875347	SRS4329536	2019-03-03	2019-02-28	ESC_MA0319AA	NaN	90370	90370	90370	90370	90370	10696	1592	1592	1592	44	44	44	1	1
ESC_MA0326AA	58	SRR8533627;ILLUMINA;Paired;;SRX5336253	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875346	SRS4329529	2019-03-03	2019-02-28	ESC_MA0326AA	NaN	90371	90371	90371	90371	90371	90282	55	55	55	44	44	44	1	1
ESC_MA0329AA	199	SRR8533630;ILLUMINA;Paired;;SRX5336250	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875487	SRS4329526	2019-03-03	2019-02-28	ESC_MA0329AA	NaN	90776	90776	90776	90776	90776	45031	6748	6748	6624	44	44	44	1	1
ESC_MA0336AA	377	SRR8533637;ILLUMINA;Paired;;SRX5336243	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875664	SRS4329519	2019-03-03	2019-02-28	ESC_MA0336AA	NaN	90358	90358	90358	90358	90358	90358	55	55	55	44	44	44	1	1
ESC_MA0355AA	96	SRR8533656;ILLUMINA;Paired;;SRX5336224	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875384	SRS4329500	2019-03-03	2019-02-28	ESC_MA0355AA	NaN	90326	90326	90326	90326	90326	90326	2219	1107	44	44	44	44	1	1
ESC_MA0360AA	91	SRR8533661;ILLUMINA;Paired;;SRX5336219	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875379	SRS4329495	2019-03-03	2019-02-28	ESC_MA0360AA	NaN	90336	90336	90336	90336	90336	45018	8435	8435	6624	44	44	44	1	1
ESC_MA0379AA	291	SRR8533680;ILLUMINA;Paired;;SRX5336200	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875578	SRS4329476	2019-03-03	2019-02-28	ESC_MA0379AA	NaN	90317	90317	90317	90317	90317	90317	3702	55	55	44	44	44	1	1
ESC_MA0382AA	122	SRR8533683;ILLUMINA;Paired;;SRX5336197	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875410	SRS4329474	2019-03-03	2019-02-28	ESC_MA0382AA	NaN	90313	90313	90313	90313	90313	90313	90313	1677	1592	44	44	44	1	1
ESC_MA0391AA	237	SRR8533692;ILLUMINA;Paired;;SRX5336188	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875525	SRS4329464	2019-03-03	2019-02-28	ESC_MA0391AA	NaN	90314	90314	90314	90314	90314	90314	55	55	55	44	44	44	1	1
ESC_MA0395AA	409	SRR8533696;ILLUMINA;Paired;;SRX5336184	Human	Human	Homo sapiens; bloodstream isolates	2015				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875696	SRS4329460	2019-03-03	2019-02-28	ESC_MA0395AA	NaN	90282	90282	90282	90282	90282	90282	55	55	55	44	44	44	1	1
ESC_MA0398AA	309	SRR8533699;ILLUMINA;Paired;;SRX5336181	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875596	SRS4329458	2019-03-03	2019-02-28	ESC_MA0398AA	NaN	90249	90249	90249	90249	90249	90249	3702	55	55	44	44	44	1	1
ESC_MA0400AA	307	SRR8533701;ILLUMINA;Paired;;SRX5336179	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875594	SRS4329456	2019-03-03	2019-02-28	ESC_MA0400AA	NaN	90250	90250	90250	90250	90250	90250	1104	1104	1104	44	44	44	1	1
ESC_MA0406AA	311	SRR8533707;ILLUMINA;Paired;;SRX5336173	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875598	SRS4329450	2019-03-03	2019-02-28	ESC_MA0406AA	NaN	90257	90257	90257	90257	90257	90257	45091	9859	6624	44	44	44	1	1
ESC_MA0414AA	166	SRR8533715;ILLUMINA;Paired;;SRX5336165	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875454	SRS4329442	2019-03-03	2019-02-28	ESC_MA0414AA	NaN	90266	90266	90266	90266	90266	90266	90266	55	55	44	44	44	1	1
ESC_MA0415AA	169	SRR8533716;ILLUMINA;Paired;;SRX5336164	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875457	SRS4329441	2019-03-03	2019-02-28	ESC_MA0415AA	NaN	90260	90260	90260	90260	90260	90260	90260	1677	1592	44	44	44	1	1
ESC_MA0426AA	45	SRR8533727;ILLUMINA;Paired;;SRX5336153	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875333	SRS4329430	2019-03-03	2019-02-28	ESC_MA0426AA	NaN	90228	90228	90228	90228	90228	90228	8435	8435	6624	44	44	44	1	1
ESC_MA0427AA	46	SRR8533728;ILLUMINA;Paired;;SRX5336152	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875334	SRS4329429	2019-03-03	2019-02-28	ESC_MA0427AA	NaN	90227	90227	90227	90227	90227	90227	6748	6748	6624	44	44	44	1	1
ESC_MA0433AA	38	SRR8533734;ILLUMINA;Paired;;SRX5336146	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875326	SRS4329423	2019-03-03	2019-02-28	ESC_MA0433AA	NaN	90216	90216	90216	90216	90216	90216	3702	55	55	44	44	44	1	1
ESC_MA0452AA	265	SRR8533753;ILLUMINA;Paired;;SRX5336127	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875553	SRS4329404	2019-03-03	2019-02-28	ESC_MA0452AA	NaN	90186	90186	90186	90186	90186	90186	90186	55	55	44	44	44	1	1
ESC_MA0462AA	188	SRR8533763;ILLUMINA;Paired;;SRX5336117	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875476	SRS4329394	2019-03-03	2019-02-28	ESC_MA0462AA	NaN	90213	90213	90213	90213	90213	90213	55	55	55	44	44	44	1	1
ESC_MA0465AA	183	SRR8533766;ILLUMINA;Paired;;SRX5336114	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875471	SRS4329391	2019-03-03	2019-02-28	ESC_MA0465AA	NaN	90188	90188	90188	90188	90188	90188	55	55	55	44	44	44	1	1
ESC_MA0475AA	83	SRR8533776;ILLUMINA;Paired;;SRX5336104	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875371	SRS4329381	2019-03-03	2019-02-28	ESC_MA0475AA	NaN	90203	90203	90203	90203	90203	90203	3702	55	55	44	44	44	1	1
ESC_MA0486AA	132	SRR8533787;ILLUMINA;Paired;;SRX5336093	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875420	SRS4329370	2019-03-03	2019-02-28	ESC_MA0486AA	NaN	90166	90166	90166	90166	90166	90166	90166	90166	1592	44	44	44	1	1
ESC_MA0491AA	73	SRR8533792;ILLUMINA;Paired;;SRX5336088	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875361	SRS4329365	2019-03-03	2019-02-28	ESC_MA0491AA	NaN	90181	90181	90181	90181	90181	90181	90181	10003	1592	44	44	44	1	1
ESC_MA0504AA	389	SRR8533805;ILLUMINA;Paired;;SRX5336075	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875676	SRS4329352	2019-03-03	2019-02-28	ESC_MA0504AA	NaN	90148	90148	90148	90148	90148	90148	9859	9859	6624	44	44	44	1	1
ESC_MA0523AA	319	SRR8533824;ILLUMINA;Paired;;SRX5336056	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875606	SRS4329333	2019-03-03	2019-02-28	ESC_MA0523AA	NaN	90130	90130	90130	90130	90130	90130	55	55	55	44	44	44	1	1
ESC_MA0525AA	313	SRR8533826;ILLUMINA;Paired;;SRX5336054	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875600	SRS4329331	2019-03-03	2019-02-28	ESC_MA0525AA	NaN	90133	90133	90133	90133	90133	90133	55	55	55	44	44	44	1	1
ESC_MA0537AA	414	SRR8533838;ILLUMINA;Paired;;SRX5336042	Human	Human	Homo sapiens; bloodstream isolates	2015				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875701	SRS4329319	2019-03-03	2019-02-28	ESC_MA0537AA	NaN	90139	90139	90139	90139	90139	90139	4847	55	55	44	44	44	1	1
ESC_MA0575AA	ATR42	traces-0UjdyxV;ILLUMINA;Paired;;NA,traces-0WPoBbE;ILLUMINA;Paired;;NA																COINTE														2019-03-04	2019-03-04	ESC_MA0575AA	NaN	86276	86276	86276	86276	86276	11816	6748	6748	6624	44	44	44	1	1
ESC_MA0629AA	CHI15	traces-0MZOngq;ILLUMINA;Paired;;NA																COINTE														2019-03-04	2019-03-04	ESC_MA0629AA	NaN	86335	86335	86335	86335	86335	10590	55	55	55	44	44	44	1	1
ESC_MA0653AA	JVE3	traces-0KHIxzS;ILLUMINA;Paired;;NA																COINTE														2019-03-04	2019-03-04	ESC_MA0653AA	NaN	86368	86368	86368	86368	86368	85520	6748	6748	6624	44	44	44	1	1
ESC_MA0656AA	JVE24	traces-0zhSBqj;ILLUMINA;Paired;;NA																COINTE														2019-03-04	2019-03-04	ESC_MA0656AA	NaN	86375	86375	86375	86375	86375	11816	6748	6748	6624	44	44	44	1	1
ESC_MA0712AA	NCK42	traces-0kCbCIk;ILLUMINA;Paired;;NA																COINTE														2019-03-05	2019-03-05	ESC_MA0712AA	NaN	86430	86430	86430	86430	86430	11816	6748	6748	6624	44	44	44	1	1
ESC_MA0728AA	RDP15	traces-0BsmQRl;ILLUMINA;Paired;;NA																COINTE														2019-03-05	2019-03-05	ESC_MA0728AA	NaN	86447	86447	86447	86447	86447	86447	4076	4076	1592	44	44	44	1	1
ESC_MA0743AA	SCA9	traces-0EZzhdW;ILLUMINA;Paired;;NA																COINTE														2019-03-05	2019-03-05	ESC_MA0743AA	NaN	86462	86462	86462	86462	85186	11816	6748	6748	6624	44	44	44	1	1
ESC_MA0750AA	SCA8	traces-0cYqyuE;ILLUMINA;Paired;;NA																COINTE														2019-03-05	2019-03-05	ESC_MA0750AA	NaN	86469	86469	86469	86469	86469	86469	4076	4076	1592	44	44	44	1	1
ESC_MA1386AA	19-0562-023-0025	traces-0ikXpaV;ILLUMINA;Paired;;NA				2019												CIDM, Westmead Hospital														2019-03-21	2020-03-27	ESC_MA1386AA	NaN	88733	88733	88733	88733	88733	88733	88733	1592	1592	44	44	44	1	1
ESC_MA1387AA	19-0562-023-0026	traces-0zcPvUS;ILLUMINA;Paired;;NA				2019												CIDM, Westmead Hospital														2019-03-21	2020-03-27	ESC_MA1387AA	NaN	88733	88733	88733	88733	88733	88733	88733	1592	1592	44	44	44	1	1
ESC_MA1609AA	ECOLI_MEC_047	ERR3140392;ILLUMINA;Paired;250;ERX3169365	Human	Human	Homo sapiens; Urine	2015				Europe	Norway							Department of Medical Microbiology, Stavanger University Hospital	Escherichia coli								PRJEB31090	ERP113604		SAMEA5317440	ERS3124678	2019-03-25	2019-03-25	ESC_MA1609AA	NaN	91321	91321	91321	91321	91321	11816	6748	6748	6624	44	44	44	1	1
ESC_MA1953AA	ECOL-18-VL-LA-ND-0035	SRR8815902;ILLUMINA;Paired;500;SRX5604472	Companion Animal		Urine (Canis lupus familiaris)	2018	9			North America	United States	Minnesota						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA324573	SRP121361		SAMN11288807	SRS4556371	2019-03-30	2019-03-29	ESC_MA1953AA	NaN	91542	91542	91542	91542	91542	91542	55	55	55	44	44	44	1	1
ESC_MA1997AA		ERR3256456;ILLUMINA;Paired;;ERX3283225																UNIVERSITY OF BIRMINGHAM	Escherichia coli								PRJEB31942	ERP114558		SAMEA5542299	ERS3344357	2019-04-01	2019-03-30	ESC_MA1997AA	NaN	92473	92473	92473	92473	92473	92473	92473	55	55	44	44	44	1	1
ESC_MA2025AA		ERR3256407;ILLUMINA;Paired;;ERX3283176																UNIVERSITY OF BIRMINGHAM	Escherichia coli								PRJEB31941	ERP114557		SAMEA5542262	ERS3344320	2019-04-01	2019-03-30	ESC_MA2025AA	NaN	92468	92468	92468	92468	92468	1592	1592	1592	1592	44	44	44	1	1
