"","name","SEQUENCE","same_scaff"
"2193","ESC_NA4069AA_AS","NODE_5_length_138720_cov_9.19777","EC_custom_Feb_2020_fimH_CP015076.1 ISfinder_Feb_2020_IS200C:NC_004431 vfdb_fimH vfdb_fimG vfdb_fimF vfdb_fimD vfdb_fimC vfdb_fimI vfdb_fimA"
"2194","ESC_NA4069AA_AS","NODE_53_length_29440_cov_9.27687","EC_custom_Feb_2020_yeeT_|VFG1529 vfdb_fimB vfdb_fimE"
"2195","ESC_NA4069AA_AS","NODE_57_length_27040_cov_7.95103","EC_custom_Feb_2020_yeeT_|VFG1529 card_ugd"
"2196","ESC_NA4069AA_AS","NODE_6_length_129766_cov_9.32098","card_cpxA"
"2197","ESC_NA4069AA_AS","NODE_62_length_23732_cov_10.3106","EC_custom_Feb_2020_fecA_NC_000913.3 ISfinder_Feb_2020_IS4:J01733 ISfinder_Feb_2020_IS911:X17613 ISfinder_Feb_2020_ISSd1:M21947 ISfinder_Feb_2020_IS1F:X52538"
"2198","ESC_NA4069AA_AS","NODE_65_length_22375_cov_7.70631","ecoh_fliC-H7"
"2199","ESC_NA4069AA_AS","NODE_68_length_18592_cov_6.76924","card_pmrF"
"2200","ESC_NA4069AA_AS","NODE_69_length_17258_cov_8.02493","EC_custom_Feb_2020_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 vfdb_gspC vfdb_gspD vfdb_gspE vfdb_gspF vfdb_gspG vfdb_gspH vfdb_gspI vfdb_gspJ vfdb_gspK vfdb_gspL vfdb_gspM vfdb_kpsM vfdb_kpsT"
"2201","ESC_NA4069AA_AS","NODE_73_length_16556_cov_9.4822","ISfinder_Feb_2020_ISEc30:NC_011603"
"2202","ESC_NA4069AA_AS","NODE_76_length_16024_cov_7.99654","EC_custom_Feb_2020_usp_AB056439"
"2203","ESC_NA4069AA_AS","NODE_77_length_15966_cov_9.70415","EC_custom_Feb_2020_yeeT_|VFG1529 vfdb_kpsD"
"2204","ESC_NA4069AA_AS","NODE_78_length_15119_cov_9.13627","vfdb_iroB vfdb_iroC vfdb_iroD vfdb_iroE vfdb_iroN"
"2205","ESC_NA4069AA_AS","NODE_79_length_15085_cov_8.3574","card_Escherichia_coli_ampH"
"2206","ESC_NA4069AA_AS","NODE_8_length_123970_cov_8.37656","ISfinder_Feb_2020_MITEEc1:U00096 card_Escherichia_coli_mdfA"
"2207","ESC_NA4069AA_AS","NODE_82_length_14861_cov_11.123","EC_custom_Feb_2020_etsA_KU578032 ISfinder_Feb_2020_IS629:X51586"
"2208","ESC_NA4069AA_AS","NODE_87_length_12303_cov_10.2673","EC_custom_Feb_2020_iutA_KU578032.1 EC_custom_Feb_2020_iucD_AY545598.5 vfdb_iucD vfdb_iucC vfdb_iucB vfdb_iucA"
"2209","ESC_NA4069AA_AS","NODE_88_length_12287_cov_7.36998","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008"
"2210","ESC_NA4069AA_AS","NODE_91_length_10536_cov_9.17418","card_tolC"
"2211","ESC_NA4069AA_AS","NODE_98_length_6743_cov_8.09311","card_tet(B)"
"2212","ESC_NA4070AA_AS","NODE_1_length_368844_cov_13.1322","card_marA"
"2213","ESC_NA4070AA_AS","NODE_10_length_129766_cov_15.5602","card_cpxA"
"2214","ESC_NA4070AA_AS","NODE_101_length_4481_cov_13.5857","ISfinder_Feb_2020_IS3:X02311"
"2215","ESC_NA4070AA_AS","NODE_104_length_4330_cov_14.9588","vfdb_vat"
"2216","ESC_NA4070AA_AS","NODE_114_length_2529_cov_5.02664","EC_custom_Feb_2020_neuC_CP007275.1"
"2217","ESC_NA4070AA_AS","NODE_12_length_120271_cov_13.4585","card_H-NS"
"2218","ESC_NA4070AA_AS","NODE_125_length_1457_cov_1052.14","plasmidfinder_Col(MG828)_1"
"2219","ESC_NA4070AA_AS","NODE_127_length_1299_cov_1055.75","plasmidfinder_Col(MG828)_1"
"2220","ESC_NA4070AA_AS","NODE_13_length_117683_cov_15.0737","card_mdtN card_mdtO card_mdtP"
"2221","ESC_NA4070AA_AS","NODE_130_length_1282_cov_142.855","ISfinder_Feb_2020_IS10R:J01829"
"2222","ESC_NA4070AA_AS","NODE_131_length_1152_cov_1108.96","plasmidfinder_Col(MG828)_1"
"2223","ESC_NA4070AA_AS","NODE_136_length_1024_cov_1102.36","plasmidfinder_Col(MG828)_1"
"2224","ESC_NA4070AA_AS","NODE_137_length_1004_cov_955.928","plasmidfinder_Col(MG828)_1"
"2225","ESC_NA4070AA_AS","NODE_14_length_115088_cov_14.2447","ISfinder_Feb_2020_IS1397:X92970 ISfinder_Feb_2020_IS621:NC_009800"
"2226","ESC_NA4070AA_AS","NODE_145_length_832_cov_959.333","plasmidfinder_Col(MG828)_1"
"2227","ESC_NA4070AA_AS","NODE_15_length_113214_cov_13.8213","card_mdtH card_mdtG"
"2228","ESC_NA4070AA_AS","NODE_160_length_605_cov_1099.02","plasmidfinder_Col(MG828)_1"
"2229","ESC_NA4070AA_AS","NODE_17_length_107675_cov_13.4749","card_pmrF card_yojI"
"2230","ESC_NA4070AA_AS","NODE_175_length_516_cov_1082.33","plasmidfinder_Col(MG828)_1"
"2231","ESC_NA4070AA_AS","NODE_18_length_104682_cov_13.9953","vfdb_ompA"
"2232","ESC_NA4070AA_AS","NODE_2_length_227121_cov_13.7496","ISfinder_Feb_2020_MITEEc1:U00096 card_Escherichia_coli_mdfA"
"2233","ESC_NA4070AA_AS","NODE_20_length_90017_cov_12.7809","card_baeR card_baeS card_mdtC card_mdtB card_mdtA ecoh_wzx-O1"
"2234","ESC_NA4070AA_AS","NODE_200_length_428_cov_525.299","plasmidfinder_Col(MG828)_1"
"2235","ESC_NA4070AA_AS","NODE_203_length_373_cov_466.732","plasmidfinder_Col(MG828)_1"
"2236","ESC_NA4070AA_AS","NODE_206_length_346_cov_458.105","plasmidfinder_Col(MG828)_1"
"2237","ESC_NA4070AA_AS","NODE_22_length_88115_cov_14.9572","card_tolC"
"2238","ESC_NA4070AA_AS","NODE_23_length_74216_cov_17.0978","EC_custom_Feb_2020_traT_CP018978.1 EC_custom_Feb_2020_iutA_KU578032.1 EC_custom_Feb_2020_iucD_AY545598.5 ISfinder_Feb_2020_ISEc32:NC_011747 ISfinder_Feb_2020_IS1A:X52534 ISfinder_Feb_2020_IS1S:M37615 vfdb_iucD vfdb_iucC vfdb_iucB vfdb_iucA"
"2239","ESC_NA4070AA_AS","NODE_246_length_256_cov_45.5504","plasmidfinder_Col(MG828)_1"
"2240","ESC_NA4070AA_AS","NODE_25_length_69047_cov_13.547","vfdb_entA vfdb_entB vfdb_entE vfdb_entC vfdb_fepB vfdb_entS vfdb_fepD vfdb_fepG vfdb_fepC vfdb_entF vfdb_fes vfdb_fepA vfdb_entD"
"2241","ESC_NA4070AA_AS","NODE_28_length_60518_cov_14.3591","EC_custom_Feb_2020_yeeT_|VFG1529 card_eptA"
"2242","ESC_NA4070AA_AS","NODE_29_length_59024_cov_15.5931","vfdb_aslA"
"2243","ESC_NA4070AA_AS","NODE_3_length_194199_cov_14.6308","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008 ISfinder_Feb_2020_MITEEc1:U00096"
"2244","ESC_NA4070AA_AS","NODE_33_length_54507_cov_14.4883","EC_custom_Feb_2020_usp_AB056439"
"2245","ESC_NA4070AA_AS","NODE_34_length_53250_cov_16.0814","ISfinder_Feb_2020_IS1S:M37615 card_Escherichia_coli_ampC vfdb_papX"
"2246","ESC_NA4070AA_AS","NODE_4_length_186457_cov_15.1376","card_bacA"
"2247","ESC_NA4070AA_AS","NODE_40_length_37886_cov_15.854","EC_custom_Feb_2020_fecA_NC_000913.3 ISfinder_Feb_2020_IS4:J01733 ISfinder_Feb_2020_IS911:X17613 ISfinder_Feb_2020_ISSd1:M21947 ISfinder_Feb_2020_IS1F:X52538"
"2248","ESC_NA4070AA_AS","NODE_41_length_36196_cov_14.7433","card_gadX card_gadW card_mdtF card_mdtE vfdb_chuV vfdb_chuU vfdb_chuY vfdb_chuX vfdb_chuW vfdb_chuT vfdb_chuA vfdb_chuS"
"2249","ESC_NA4070AA_AS","NODE_42_length_35952_cov_14.6828","EC_custom_Feb_2020_tia_CU928161 EC_custom_Feb_2020_papGII_DQ095216.1 EC_custom_Feb_2020_papF_CU928161 EC_custom_Feb_2020_papE_CU928161 EC_custom_Feb_2020_papK_CU928161 EC_custom_Feb_2020_papJ_CU928161 EC_custom_Feb_2020_papD_CU928161 EC_custom_Feb_2020_papC_CU928161 EC_custom_Feb_2020_papH_CU928161 EC_custom_Feb_2020_papA_CU928161 EC_custom_Feb_2020_papB_CU928161 EC_custom_Feb_2020_papI_DQ095216.1 ISfinder_Feb_2020_ISEc48:ADUS01000070 ISfinder_Feb_2020_IS1203:U06468 vfdb_papG vfdb_papF vfdb_papE vfdb_papK vfdb_papJ vfdb_papD vfdb_papC vfdb_papH vfdb_papB vfdb_papI"
"2250","ESC_NA4070AA_AS","NODE_44_length_31920_cov_15.0378","ISfinder_Feb_2020_ISEc30:NC_011603"
"2251","ESC_NA4070AA_AS","NODE_45_length_30755_cov_14.9594","card_kdpE"
"2252","ESC_NA4070AA_AS","NODE_48_length_29474_cov_14.9424","EC_custom_Feb_2020_yeeT_|VFG1529 vfdb_fimB vfdb_fimE"
"2253","ESC_NA4070AA_AS","NODE_49_length_27178_cov_15.6962","EC_custom_Feb_2020_cvaA_AY545598.5 EC_custom_Feb_2020_cvaB_AY545598.5 EC_custom_Feb_2020_cvaC_X57525.1 EC_custom_Feb_2020_cvi_AY545598.5 vfdb_iroB vfdb_iroC vfdb_iroD vfdb_iroE vfdb_iroN"
"2254","ESC_NA4070AA_AS","NODE_5_length_180645_cov_14.657","EC_custom_Feb_2020_fimH_CP015076.1 ISfinder_Feb_2020_IS200C:NC_004431 vfdb_fimH vfdb_fimG vfdb_fimF vfdb_fimD vfdb_fimC vfdb_fimI vfdb_fimA"
"2255","ESC_NA4070AA_AS","NODE_55_length_23203_cov_14.2101","vfdb_fdeC"
"2256","ESC_NA4070AA_AS","NODE_6_length_168209_cov_14.2142","card_acrD card_evgS card_evgA card_emrK card_emrY"
"2257","ESC_NA4070AA_AS","NODE_60_length_19298_cov_16.2862","card_CRP"
"2258","ESC_NA4070AA_AS","NODE_61_length_18760_cov_12.9668","EC_custom_Feb_2020_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 vfdb_kpsT vfdb_kpsM vfdb_gspM vfdb_gspL vfdb_gspK vfdb_gspJ vfdb_gspI vfdb_gspH vfdb_gspG vfdb_gspF vfdb_gspE vfdb_gspD vfdb_gspC"
"2259","ESC_NA4070AA_AS","NODE_63_length_16691_cov_11.9992","card_ugd"
"2260","ESC_NA4070AA_AS","NODE_64_length_16633_cov_14.8888","EC_custom_Feb_2020_yeeT_|VFG1529 vfdb_kpsD"
"2261","ESC_NA4070AA_AS","NODE_68_length_14770_cov_17.3769","EC_custom_Feb_2020_etsA_KU578032 ISfinder_Feb_2020_IS629:X51586"
"2262","ESC_NA4070AA_AS","NODE_7_length_162245_cov_14.0842","card_emrB card_emrA card_emrR"
"2263","ESC_NA4070AA_AS","NODE_72_length_13471_cov_14.3806","ISfinder_Feb_2020_ISEc45:NC_004431"
"2264","ESC_NA4070AA_AS","NODE_73_length_12539_cov_15.4799","card_acrS card_acrE card_acrF"
"2265","ESC_NA4070AA_AS","NODE_76_length_10833_cov_13.3689","EC_custom_Feb_2020_yeeT_|VFG1529"
"2266","ESC_NA4070AA_AS","NODE_77_length_10608_cov_14.3425","vfdb_yagV/ecpE vfdb_yagW/ecpD vfdb_yagX/ecpC vfdb_yagY/ecpB vfdb_yagZ/ecpA vfdb_ykgK/ecpR"
"2267","ESC_NA4070AA_AS","NODE_79_length_10221_cov_15.8891","card_msbA"
"2268","ESC_NA4070AA_AS","NODE_8_length_153927_cov_14.3628","card_Escherichia_coli_ampH card_acrB card_Escherichia_coli_acrA"
"2269","ESC_NA4070AA_AS","NODE_83_length_8517_cov_15.8471","ISfinder_Feb_2020_IS100kyp:U59875"
"2270","ESC_NA4070AA_AS","NODE_9_length_130137_cov_12.4966","EC_custom_Feb_2020_fyuA_Z35106.1 EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550 ISfinder_Feb_2020_IS150:X07037 ISfinder_Feb_2020_ISEc38:AJ303141 card_Escherichia_coli_emrE ecoh_fliC-H7 vfdb_fyuA vfdb_ybtE vfdb_ybtT vfdb_ybtU vfdb_irp1 vfdb_irp2 vfdb_ybtA vfdb_ybtP vfdb_ybtQ vfdb_ybtX vfdb_ybtS"
"2271","ESC_NA4070AA_AS","NODE_92_length_5463_cov_14.7924","ISfinder_Feb_2020_ISEc23:[]"
"2272","ESC_NA4070AA_AS","NODE_93_length_5226_cov_15.3169","EC_custom_Feb_2020_yeeT_|VFG1529"
"2273","ESC_NA4070AA_AS","NODE_96_length_4848_cov_13.7439","card_tet(B)"
"2274","ESC_NA4070AA_AS","NODE_98_length_4535_cov_19.3569","plasmidfinder_IncFIB(AP001918)_1"
"2275","ESC_NA4070AA_AS","NODE_99_length_4532_cov_8.46311","EC_custom_Feb_2020_hylF_CP000836.1 EC_custom_Feb_2020_ompT_HM210637.1"
"2276","ESC_NA4071AA_AS","NODE_1_length_234931_cov_15.8951","card_Escherichia_coli_emrE ecoh_fliC-H7"
"2277","ESC_NA4071AA_AS","NODE_10_length_131670_cov_17.6087","card_Escherichia_coli_ampH card_acrB card_Escherichia_coli_acrA"
"2278","ESC_NA4071AA_AS","NODE_103_length_2216_cov_16.2676","vfdb_papX"
"2279","ESC_NA4071AA_AS","NODE_104_length_2146_cov_11.0877","EC_custom_Feb_2020_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 vfdb_kpsT vfdb_kpsM"
"2280","ESC_NA4071AA_AS","NODE_11_length_129967_cov_19.4069","card_cpxA"
"2281","ESC_NA4071AA_AS","NODE_117_length_1282_cov_195.523","ISfinder_Feb_2020_IS10R:J01829"
"2282","ESC_NA4071AA_AS","NODE_12_length_126164_cov_19.1719","card_Escherichia_coli_ampC"
"2283","ESC_NA4071AA_AS","NODE_131_length_639_cov_21.002","EC_custom_Feb_2020_yeeT_|VFG1529"
"2284","ESC_NA4071AA_AS","NODE_14_length_124859_cov_16.4459","card_H-NS"
"2285","ESC_NA4071AA_AS","NODE_15_length_111197_cov_19.584","EC_custom_Feb_2020_yeeT_|VFG1529"
"2286","ESC_NA4071AA_AS","NODE_17_length_110287_cov_16.7689","card_acrD"
"2287","ESC_NA4071AA_AS","NODE_19_length_93036_cov_16.9016","card_pmrF card_yojI"
"2288","ESC_NA4071AA_AS","NODE_2_length_221684_cov_17.5587","ISfinder_Feb_2020_MITEEc1:U00096 card_Escherichia_coli_mdfA"
"2289","ESC_NA4071AA_AS","NODE_20_length_90592_cov_18.1809","card_mdtP card_mdtO card_mdtN"
"2290","ESC_NA4071AA_AS","NODE_21_length_90499_cov_15.5995","card_mdtA card_mdtB card_mdtC card_baeS card_baeR ecoh_wzx-O1"
"2291","ESC_NA4071AA_AS","NODE_23_length_84091_cov_15.8156","EC_custom_Feb_2020_fyuA_Z35106.1 EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550 ISfinder_Feb_2020_IS150:X07037 ISfinder_Feb_2020_ISEc38:AJ303141 vfdb_fyuA vfdb_ybtE vfdb_ybtT vfdb_ybtU vfdb_irp1 vfdb_irp2 vfdb_ybtA vfdb_ybtP vfdb_ybtQ vfdb_ybtX vfdb_ybtS"
"2292","ESC_NA4071AA_AS","NODE_25_length_72093_cov_22.7409","EC_custom_Feb_2020_traT_CP018978.1 EC_custom_Feb_2020_cvi_AY545598.5 EC_custom_Feb_2020_cvaC_X57525.1 EC_custom_Feb_2020_cvaB_AY545598.5 EC_custom_Feb_2020_cvaA_AY545598.5 ISfinder_Feb_2020_IS1A:X52534 ISfinder_Feb_2020_ISEc32:NC_011747"
"2293","ESC_NA4071AA_AS","NODE_26_length_71281_cov_18.2812","card_mdtE card_mdtF card_gadW card_gadX vfdb_chuS vfdb_chuA vfdb_chuT vfdb_chuW vfdb_chuX vfdb_chuY vfdb_chuU vfdb_chuV"
"2294","ESC_NA4071AA_AS","NODE_3_length_210366_cov_18.4989","card_bacA"
"2295","ESC_NA4071AA_AS","NODE_31_length_59900_cov_18.8612","vfdb_aslA"
"2296","ESC_NA4071AA_AS","NODE_33_length_54522_cov_18.4243","EC_custom_Feb_2020_usp_AB056439"
"2297","ESC_NA4071AA_AS","NODE_39_length_41986_cov_19.4392","EC_custom_Feb_2020_tia_CU928161 EC_custom_Feb_2020_papGII_DQ095216.1 EC_custom_Feb_2020_papF_CU928161 EC_custom_Feb_2020_papE_CU928161 EC_custom_Feb_2020_papK_CU928161 EC_custom_Feb_2020_papJ_CU928161 EC_custom_Feb_2020_papD_CU928161 EC_custom_Feb_2020_papC_CU928161 EC_custom_Feb_2020_papH_CU928161 EC_custom_Feb_2020_papA_CU928161 EC_custom_Feb_2020_papB_CU928161 EC_custom_Feb_2020_papI_DQ095216.1 ISfinder_Feb_2020_ISEc48:ADUS01000070 ISfinder_Feb_2020_IS1203:U06468 vfdb_papG vfdb_papF vfdb_papE vfdb_papK vfdb_papJ vfdb_papD vfdb_papC vfdb_papH vfdb_papB vfdb_papI"
"2298","ESC_NA4071AA_AS","NODE_4_length_205061_cov_17.8622","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008 ISfinder_Feb_2020_MITEEc1:U00096"
"2299","ESC_NA4071AA_AS","NODE_43_length_38628_cov_20.0024","EC_custom_Feb_2020_yeeT_|VFG1529 card_eptA"
"2300","ESC_NA4071AA_AS","NODE_44_length_36798_cov_24.8292","EC_custom_Feb_2020_iucD_AY545598.5 EC_custom_Feb_2020_iutA_KU578032.1 EC_custom_Feb_2020_hylF_CP000836.1 EC_custom_Feb_2020_ompT_HM210637.1 EC_custom_Feb_2020_etsA_KU578032 ISfinder_Feb_2020_IS1S:M37615 ISfinder_Feb_2020_IS629:X51586 plasmidfinder_IncFIB(AP001918)_1 vfdb_iucA vfdb_iucB vfdb_iucC vfdb_iucD"
"2301","ESC_NA4071AA_AS","NODE_46_length_32177_cov_19.1554","EC_custom_Feb_2020_fecA_NC_000913.3 ISfinder_Feb_2020_IS4:J01733 ISfinder_Feb_2020_IS911:X17613 ISfinder_Feb_2020_ISSd1:M21947 ISfinder_Feb_2020_IS1F:X52538"
"2302","ESC_NA4071AA_AS","NODE_47_length_31769_cov_16.8083","card_kdpE"
"2303","ESC_NA4071AA_AS","NODE_5_length_181563_cov_18.2662","EC_custom_Feb_2020_fimH_CP015076.1 ISfinder_Feb_2020_IS200C:NC_004431 vfdb_fimE vfdb_fimA vfdb_fimI vfdb_fimC vfdb_fimD vfdb_fimF vfdb_fimG vfdb_fimH"
"2304","ESC_NA4071AA_AS","NODE_50_length_29103_cov_18.6018","ISfinder_Feb_2020_ISEc45:NC_004431"
"2305","ESC_NA4071AA_AS","NODE_51_length_29051_cov_18.8548","ISfinder_Feb_2020_IS1397:X92970 ISfinder_Feb_2020_IS621:NC_009800"
"2306","ESC_NA4071AA_AS","NODE_52_length_28431_cov_18.8437","EC_custom_Feb_2020_yeeT_|VFG1529 vfdb_fimB"
"2307","ESC_NA4071AA_AS","NODE_53_length_28350_cov_19.2949","card_CRP"
"2308","ESC_NA4071AA_AS","NODE_58_length_26228_cov_16.7783","card_ugd"
"2309","ESC_NA4071AA_AS","NODE_6_length_177711_cov_16.957","card_mdtH card_mdtG vfdb_ompA"
"2310","ESC_NA4071AA_AS","NODE_61_length_22889_cov_17.5376","vfdb_fdeC"
"2311","ESC_NA4071AA_AS","NODE_66_length_18365_cov_18.8654","card_acrS card_acrE card_acrF"
"2312","ESC_NA4071AA_AS","NODE_67_length_17904_cov_18.5042","card_tolC"
"2313","ESC_NA4071AA_AS","NODE_68_length_17490_cov_16.7355","card_evgS card_evgA card_emrK card_emrY"
"2314","ESC_NA4071AA_AS","NODE_69_length_17473_cov_20.6478","ISfinder_Feb_2020_ISEc23:[]"
"2315","ESC_NA4071AA_AS","NODE_7_length_175129_cov_15.9575","card_marA"
"2316","ESC_NA4071AA_AS","NODE_70_length_16772_cov_18.7694","ISfinder_Feb_2020_ISCro1:[]"
"2317","ESC_NA4071AA_AS","NODE_71_length_15941_cov_17.2237","vfdb_ykgK/ecpR vfdb_yagZ/ecpA vfdb_yagY/ecpB vfdb_yagX/ecpC vfdb_yagW/ecpD vfdb_yagV/ecpE vfdb_vat"
"2318","ESC_NA4071AA_AS","NODE_72_length_15630_cov_17.3466","card_msbA"
"2319","ESC_NA4071AA_AS","NODE_73_length_15119_cov_22.1889","vfdb_iroB vfdb_iroC vfdb_iroD vfdb_iroE vfdb_iroN"
"2320","ESC_NA4071AA_AS","NODE_76_length_14073_cov_16.6794","vfdb_gspC vfdb_gspD vfdb_gspE vfdb_gspF vfdb_gspG vfdb_gspH vfdb_gspI vfdb_gspJ vfdb_gspK vfdb_gspL vfdb_gspM"
"2321","ESC_NA4071AA_AS","NODE_79_length_10873_cov_18.7594","ISfinder_Feb_2020_ISEc30:NC_011603"
"2322","ESC_NA4071AA_AS","NODE_8_length_162354_cov_17.7035","card_emrB card_emrA card_emrR"
"2323","ESC_NA4071AA_AS","NODE_81_length_9460_cov_17.77","vfdb_kpsD"
"2324","ESC_NA4071AA_AS","NODE_82_length_8697_cov_16.7025","ISfinder_Feb_2020_IS100kyp:U59875"
"2325","ESC_NA4071AA_AS","NODE_83_length_7391_cov_19.1174","EC_custom_Feb_2020_yeeT_|VFG1529"
"2326","ESC_NA4071AA_AS","NODE_84_length_7004_cov_14.1316","ISfinder_Feb_2020_IS3:X02311"
"2327","ESC_NA4071AA_AS","NODE_86_length_5957_cov_24.9355","EC_custom_Feb_2020_shiD_|VFG0611"
"2328","ESC_NA4071AA_AS","NODE_9_length_150170_cov_17.9085","vfdb_entD vfdb_fepA vfdb_fes vfdb_entF vfdb_fepC vfdb_fepG vfdb_fepD vfdb_entS vfdb_fepB vfdb_entC vfdb_entE vfdb_entB vfdb_entA"
"2329","ESC_NA4071AA_AS","NODE_90_length_5226_cov_18.9353","EC_custom_Feb_2020_yeeT_|VFG1529"
"2330","ESC_NA4071AA_AS","NODE_92_length_4848_cov_16.9182","card_tet(B)"
"2331","ESC_NA4072AA_AS","NODE_1_length_300555_cov_18.0085","ISfinder_Feb_2020_MITEEc1:U00096 card_kdpE card_Escherichia_coli_mdfA vfdb_entD vfdb_fepA vfdb_fes vfdb_entF vfdb_fepC vfdb_fepG vfdb_fepD vfdb_entS vfdb_fepB vfdb_entC vfdb_entE vfdb_entB vfdb_entA"
"2332","ESC_NA4072AA_AS","NODE_10_length_129967_cov_20.0718","card_cpxA"
"2333","ESC_NA4072AA_AS","NODE_108_length_1282_cov_182.514","ISfinder_Feb_2020_IS10R:J01829"
"2334","ESC_NA4072AA_AS","NODE_11_length_127936_cov_16.677","card_Escherichia_coli_emrE ecoh_fliC-H7"
"2335","ESC_NA4072AA_AS","NODE_12_length_123181_cov_18.6893","card_acrD"
"2336","ESC_NA4072AA_AS","NODE_13_length_118487_cov_17.3064","card_H-NS"
"2337","ESC_NA4072AA_AS","NODE_14_length_116801_cov_18.2671","card_emrB card_emrA card_emrR"
"2338","ESC_NA4072AA_AS","NODE_15_length_115088_cov_19.1408","ISfinder_Feb_2020_IS621:NC_009800 ISfinder_Feb_2020_IS1397:X92970"
"2339","ESC_NA4072AA_AS","NODE_17_length_107705_cov_17.5357","card_pmrF card_yojI"
"2340","ESC_NA4072AA_AS","NODE_18_length_90514_cov_16.4844","card_baeR card_baeS card_mdtC card_mdtB card_mdtA ecoh_wzx-O1"
"2341","ESC_NA4072AA_AS","NODE_2_length_293058_cov_16.6375","card_marA"
"2342","ESC_NA4072AA_AS","NODE_20_length_85607_cov_25.9206","EC_custom_Feb_2020_iucD_AY545598.5 EC_custom_Feb_2020_iutA_KU578032.1 EC_custom_Feb_2020_traT_CP018978.1 EC_custom_Feb_2020_cvi_AY545598.5 EC_custom_Feb_2020_cvaC_X57525.1 EC_custom_Feb_2020_cvaB_AY545598.5 EC_custom_Feb_2020_cvaA_AY545598.5 ISfinder_Feb_2020_IS1S:M37615 ISfinder_Feb_2020_IS1A:X52534 ISfinder_Feb_2020_ISEc32:NC_011747 vfdb_iucA vfdb_iucB vfdb_iucC vfdb_iucD"
"2343","ESC_NA4072AA_AS","NODE_23_length_73375_cov_19.6817","card_tolC"
"2344","ESC_NA4072AA_AS","NODE_25_length_67396_cov_20.3195","card_Escherichia_coli_ampC"
"2345","ESC_NA4072AA_AS","NODE_26_length_66765_cov_18.3985","EC_custom_Feb_2020_usp_AB056439"
"2346","ESC_NA4072AA_AS","NODE_29_length_59813_cov_20.0287","vfdb_aslA"
"2347","ESC_NA4072AA_AS","NODE_3_length_234226_cov_19.4528","card_bacA card_acrS card_acrE card_acrF"
"2348","ESC_NA4072AA_AS","NODE_34_length_48295_cov_15.9715","EC_custom_Feb_2020_fyuA_Z35106.1 EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550 vfdb_fyuA vfdb_ybtE vfdb_ybtT vfdb_ybtU vfdb_irp1 vfdb_irp2 vfdb_ybtA vfdb_ybtP vfdb_ybtQ vfdb_ybtX vfdb_ybtS"
"2349","ESC_NA4072AA_AS","NODE_38_length_45115_cov_17.7476","card_evgS card_evgA card_emrK card_emrY"
"2350","ESC_NA4072AA_AS","NODE_4_length_225495_cov_17.6278","card_mdtG card_mdtH vfdb_ompA"
"2351","ESC_NA4072AA_AS","NODE_41_length_42453_cov_18.205","vfdb_fdeC vfdb_ykgK/ecpR vfdb_yagZ/ecpA vfdb_yagY/ecpB vfdb_yagX/ecpC vfdb_yagW/ecpD vfdb_yagV/ecpE vfdb_vat"
"2352","ESC_NA4072AA_AS","NODE_42_length_42016_cov_18.6648","ISfinder_Feb_2020_ISEc30:NC_011603"
"2353","ESC_NA4072AA_AS","NODE_44_length_39065_cov_20.2328","EC_custom_Feb_2020_tia_CU928161 EC_custom_Feb_2020_papGII_DQ095216.1 EC_custom_Feb_2020_papF_CU928161 EC_custom_Feb_2020_papE_CU928161 EC_custom_Feb_2020_papK_CU928161 EC_custom_Feb_2020_papJ_CU928161 EC_custom_Feb_2020_papD_CU928161 EC_custom_Feb_2020_papC_CU928161 EC_custom_Feb_2020_papH_CU928161 EC_custom_Feb_2020_papA_CU928161 EC_custom_Feb_2020_papB_CU928161 EC_custom_Feb_2020_papI_DQ095216.1 ISfinder_Feb_2020_ISEc48:ADUS01000070 ISfinder_Feb_2020_IS1203:U06468 vfdb_papG vfdb_papF vfdb_papE vfdb_papK vfdb_papJ vfdb_papD vfdb_papC vfdb_papH vfdb_papB vfdb_papI"
"2354","ESC_NA4072AA_AS","NODE_45_length_37886_cov_20.2083","EC_custom_Feb_2020_fecA_NC_000913.3 ISfinder_Feb_2020_IS4:J01733 ISfinder_Feb_2020_IS911:X17613 ISfinder_Feb_2020_ISSd1:M21947 ISfinder_Feb_2020_IS1F:X52538"
"2355","ESC_NA4072AA_AS","NODE_46_length_36279_cov_18.2255","card_mdtE card_mdtF card_gadW card_gadX vfdb_chuS vfdb_chuA vfdb_chuT vfdb_chuW vfdb_chuX vfdb_chuY vfdb_chuU vfdb_chuV"
"2356","ESC_NA4072AA_AS","NODE_48_length_34842_cov_17.8088","ISfinder_Feb_2020_IS150:X07037 ISfinder_Feb_2020_ISEc38:AJ303141"
"2357","ESC_NA4072AA_AS","NODE_5_length_180552_cov_19.4721","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008 ISfinder_Feb_2020_MITEEc1:U00096"
